class_name,language,tool,version,category,param_class,method_name,benchmark_base,metric,Benchmark,Mode,Threads,Samples,Score,score_error,Unit
AreaCuadrado,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p0.90,com.bench.AbacusBenchmark.testMethod:p0.90,sample,1,1,391.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p0.95,com.bench.AbacusBenchmark.testMethod:p0.95,sample,1,1,391.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p0.99,com.bench.AbacusBenchmark.testMethod:p0.99,sample,1,1,471.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p0.999,com.bench.AbacusBenchmark.testMethod:p0.999,sample,1,1,3416.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p0.9999,com.bench.AbacusBenchmark.testMethod:p0.9999,sample,1,1,6160.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,p1.00,com.bench.AbacusBenchmark.testMethod:p1.00,sample,1,1,3031040.0,,ns/op
AreaCuadrado,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,ss,1,1002,13921.9501,2155.96281,ns/op
AreaCuadrado,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,ss,1,1002,98.789765,4.572652,MB/sec
AreaCuadrado,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,ss,1,1002,6966.091816,156.274942,B/op
AreaCuadrado,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaCuadrado,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,ss,1,1002,0.0,,counts
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,thrpt,1,1002,0.002882,6e-06,ops/ns
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,thrpt,1,1002,131.895742,0.254934,MB/sec
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,thrpt,1,1002,48.004812,5.9e-05,B/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,thrpt,1,1002,27.0,,counts
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,thrpt,1,1002,74.0,,ms
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,avgt,1,1002,351.313964,0.753363,ns/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,avgt,1,1002,130.32974,0.270356,MB/sec
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,avgt,1,1002,48.004871,6.1e-05,B/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,avgt,1,1002,27.0,,counts
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,avgt,1,1002,72.0,,ms
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,sample,1,11032141,384.411698,1.243489,ns/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,sample,1,1002,128.572822,0.254011,MB/sec
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,sample,1,1002,48.022746,0.001377,B/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,sample,1,1002,26.0,,counts
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,sample,1,1002,69.0,,ms
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.00,com.bench.AbacusBenchmark.testMethod:p0.00,sample,1,1,341.0,,ns/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.50,com.bench.AbacusBenchmark.testMethod:p0.50,sample,1,1,371.0,,ns/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.90,com.bench.AbacusBenchmark.testMethod:p0.90,sample,1,1,381.0,,ns/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.95,com.bench.AbacusBenchmark.testMethod:p0.95,sample,1,1,381.0,,ns/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.99,com.bench.AbacusBenchmark.testMethod:p0.99,sample,1,1,461.0,,ns/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.999,com.bench.AbacusBenchmark.testMethod:p0.999,sample,1,1,3216.0,,ns/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p0.9999,com.bench.AbacusBenchmark.testMethod:p0.9999,sample,1,1,5896.0,,ns/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,p1.00,com.bench.AbacusBenchmark.testMethod:p1.00,sample,1,1,3162112.0,,ns/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,ss,1,1002,14332.251497,2137.553463,ns/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,ss,1,1002,101.61874,4.650131,MB/sec
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,ss,1,1002,6966.690619,156.098063,B/op
AreaEsfera,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaEsfera,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,ss,1,1002,0.0,,counts
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,thrpt,1,1002,0.002705,6e-06,ops/ns
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,thrpt,1,1002,123.784579,0.258511,MB/sec
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,thrpt,1,1002,48.005128,6.3e-05,B/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,thrpt,1,1002,24.0,,counts
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,thrpt,1,1002,62.0,,ms
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,avgt,1,1002,365.464104,0.85012,ns/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,avgt,1,1002,125.294734,0.280383,MB/sec
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,avgt,1,1002,48.005065,6.2e-05,B/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,avgt,1,1002,24.0,,counts
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,avgt,1,1002,63.0,,ms
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,sample,1,11141294,411.664627,0.752095,ns/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,sample,1,1002,119.509486,0.308339,MB/sec
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,sample,1,1002,48.024416,0.00135,B/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,sample,1,1002,24.0,,counts
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,sample,1,1002,64.0,,ms
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.00,com.bench.AbacusBenchmark.testMethod:p0.00,sample,1,1,360.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.50,com.bench.AbacusBenchmark.testMethod:p0.50,sample,1,1,401.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.90,com.bench.AbacusBenchmark.testMethod:p0.90,sample,1,1,411.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.95,com.bench.AbacusBenchmark.testMethod:p0.95,sample,1,1,411.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.99,com.bench.AbacusBenchmark.testMethod:p0.99,sample,1,1,501.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.999,com.bench.AbacusBenchmark.testMethod:p0.999,sample,1,1,3444.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.9999,com.bench.AbacusBenchmark.testMethod:p0.9999,sample,1,1,6112.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p1.00,com.bench.AbacusBenchmark.testMethod:p1.00,sample,1,1,2412544.0,,ns/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,ss,1,1002,13777.097804,2312.797133,ns/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,ss,1,1002,100.087458,4.489954,MB/sec
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,ss,1,1002,6966.123752,156.284183,B/op
AreaRectangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaRectangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,ss,1,1002,0.0,,counts
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,thrpt,1,1002,0.002796,8e-06,ops/ns
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,thrpt,1,1002,127.971632,0.344592,MB/sec
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,thrpt,1,1002,48.004962,6.2e-05,B/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,thrpt,1,1002,25.0,,counts
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,thrpt,1,1002,65.0,,ms
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,avgt,1,1002,363.915371,1.142486,ns/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,avgt,1,1002,125.878847,0.38326,MB/sec
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,avgt,1,1002,48.005046,6.5e-05,B/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,avgt,1,1002,25.0,,counts
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,avgt,1,1002,68.0,,ms
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,sample,1,10637586,401.26875,0.942036,ns/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,sample,1,1002,123.589187,0.270043,MB/sec
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate.norm,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate.norm,sample,1,1002,48.023835,0.0013,B/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.count,com.bench.AbacusBenchmark.testMethod:gc.count,sample,1,1002,25.0,,counts
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.time,com.bench.AbacusBenchmark.testMethod:gc.time,sample,1,1002,67.0,,ms
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.00,com.bench.AbacusBenchmark.testMethod:p0.00,sample,1,1,350.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.50,com.bench.AbacusBenchmark.testMethod:p0.50,sample,1,1,390.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.90,com.bench.AbacusBenchmark.testMethod:p0.90,sample,1,1,401.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.95,com.bench.AbacusBenchmark.testMethod:p0.95,sample,1,1,411.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.99,com.bench.AbacusBenchmark.testMethod:p0.99,sample,1,1,481.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.999,com.bench.AbacusBenchmark.testMethod:p0.999,sample,1,1,3404.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p0.9999,com.bench.AbacusBenchmark.testMethod:p0.9999,sample,1,1,6096.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,p1.00,com.bench.AbacusBenchmark.testMethod:p1.00,sample,1,1,2945024.0,,ns/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,,com.bench.AbacusBenchmark.testMethod,ss,1,1002,15542.576846,2373.477708,ns/op
AreaTriangulo,Java,Abacus,v1,Refactored,Code.Java.Abacus.v1.Refactored.AreaTriangulo,testMethod,com.bench.AbacusBenchmark.testMethod,gc.alloc.rate,com.bench.AbacusBenchmark.testMethod:gc.alloc.rate,ss,1,1002,100.585961,4.500214,MB/sec
