file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/TablasMultiplicar.java,Code.Java.Abacus.v1.Refactored.TablasMultiplicar,class,0,0,0,0,2,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,4,3,2,3,2,1,0,0,0,13,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaArray.java,Code.Java.Abacus.v1.Refactored.SumaArray,class,2,3,1,2,5,1,0,2,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,17,1,1,2,0,0,2,7,4,1,3,1,0,0,0,28,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SumaDigitos.java,Code.Java.Abacus.v1.Refactored.SumaDigitos,class,0,0,0,0,2,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,0,1,5,4,2,2,1,0,0,0,13,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MultiplicarArray.java,Code.Java.Abacus.v1.Refactored.MultiplicarArray,class,2,3,1,2,4,1,0,4,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,19,1,1,1,0,0,2,7,6,1,5,1,0,0,0,34,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/DiagonalMatriz.java,Code.Java.Abacus.v1.Refactored.DiagonalMatriz,class,2,3,1,2,6,1,0,4,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,22,1,1,3,0,0,3,12,6,0,5,1,0,0,0,30,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/InvertirNumero.java,Code.Java.Abacus.v1.Refactored.InvertirNumero,class,0,0,0,0,2,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,0,1,6,4,4,2,1,0,0,0,11,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/Fuerza.java,Code.Java.Abacus.v1.Refactored.Fuerza,class,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,2,3,2,3,0,0,0,0,11,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/SerieFibonacci.java,Code.Java.Abacus.v1.Refactored.SerieFibonacci,class,0,0,0,0,2,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,3,4,7,3,5,1,0,0,0,14,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/EnergiaKinetica.java,Code.Java.Abacus.v1.Refactored.EnergiaKinetica,class,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,3,3,2,3,0,0,0,0,12,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/VolumenEsfera.java,Code.Java.Abacus.v1.Refactored.VolumenEsfera,class,1,2,1,1,3,1,0,4,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,13,1,0,0,0,1,2,5,2,2,2,1,0,0,0,23,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/NumeroPositivoNegativo.java,Code.Java.Abacus.v1.Refactored.NumeroPositivoNegativo,class,0,0,0,0,3,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,3,1,2,1,1,0,0,0,12,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/BuscarElemento.java,Code.Java.Abacus.v1.Refactored.BuscarElemento,class,2,3,1,2,6,1,0,2,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,24,2,1,3,0,0,3,9,4,2,4,2,0,0,0,34,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/MCM.java,Code.Java.Abacus.v1.Refactored.MCM,class,1,2,1,1,6,1,0,5,3,0.0,0.0,0.0,3,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,23,3,1,3,0,1,1,6,8,3,4,1,0,0,0,20,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/FuncionCoseno.java,Code.Java.Abacus.v1.Refactored.FuncionCoseno,class,1,2,1,1,2,1,0,5,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,11,1,0,0,0,0,1,1,3,0,3,0,0,0,0,20,1,0
/Users/jantoniorv/jantromv/DCICodeXperiments/./Code/Java/Abacus/v1/Refactored/DiasAAnios.java,Code.Java.Abacus.v1.Refactored.DiasAAnios$Periodo,innerclass,0,0,0,0,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,1,11,1,0,0,0,0,1,0,2,0,2,0,0,0,0,11,9,0
